encode_id	accession	replication	sample	target	assembly
/experiments/ENCSR510NXV/	ENCSR510NXV	isogenic	gastroesophageal_sphincter	H3K4me3	hg38
/experiments/ENCSR511CUH/	ENCSR511CUH	isogenic	neural_cell	EZH2	hg38
/experiments/ENCSR511OIE/	ENCSR511OIE	isogenic	SU-DHL-6	H3K27me3	hg38
/experiments/ENCSR512NLO/	ENCSR512NLO	isogenic	K562	MNT	hg38
/experiments/ENCSR513KNS/	ENCSR513KNS	isogenic	PC-9	H3K4me2	hg38
/experiments/ENCSR513UQG/	ENCSR513UQG	isogenic	IMR-90	USF2	hg38
/experiments/ENCSR513XQX/	ENCSR513XQX	isogenic	A549	SIN3A	hg38
/experiments/ENCSR514EOE/	ENCSR514EOE	isogenic	HepG2	BRD4	hg38
/experiments/ENCSR514VAY/	ENCSR514VAY	isogenic	GM12878	HCFC1	hg38
/experiments/ENCSR514VYD/	ENCSR514VYD	isogenic	GM12878	NR2F1	hg38
/experiments/ENCSR515PKY/	ENCSR515PKY	isogenic	smooth_muscle_cell	H3K4me3	hg38
/experiments/ENCSR516HUP/	ENCSR516HUP	isogenic	liver	ZBTB33	hg38
/experiments/ENCSR516QFO/	ENCSR516QFO	isogenic	transverse_colon	H3K4me1	hg38
/experiments/ENCSR517SMA/	ENCSR517SMA	anisogenic	CD8-positive_alpha-beta_memory_T_cell	H3K27me3	hg38
/experiments/ENCSR518LDN/	ENCSR518LDN	isogenic	neural_progenitor_cell	H3K79me2	hg38
/experiments/ENCSR518WPL/	ENCSR518WPL	isogenic	HepG2	NR2F6	hg38
/experiments/ENCSR519QAA/	ENCSR519QAA	isogenic	HepG2	HNRNPK	hg38
/experiments/ENCSR519WMW/	ENCSR519WMW	isogenic	K562	SMARCC2	hg38
/experiments/ENCSR519WQH/	ENCSR519WQH	isogenic	gastrocnemius_medialis	H3K27me3	hg38
/experiments/ENCSR520BIM/	ENCSR520BIM	isogenic	body_of_pancreas	H3K27ac	hg38
/experiments/ENCSR521AIV/	ENCSR521AIV	isogenic	KMS-11	H3K9ac	hg38
/experiments/ENCSR521GRK/	ENCSR521GRK	isogenic	PC-9	H3K9me2	hg38
/experiments/ENCSR521IID/	ENCSR521IID	isogenic	liver	MAX	hg38
/experiments/ENCSR521IZK/	ENCSR521IZK	isogenic	A673	H3K4me1	hg38
/experiments/ENCSR522EGW/	ENCSR522EGW	anisogenic	B_cell	H3K27me3	hg38
/experiments/ENCSR522LDJ/	ENCSR522LDJ	isogenic	HEK293T	HDGF	hg38
/experiments/ENCSR523BMU/	ENCSR523BMU	anisogenic	CD4-positive_CD25-positive_alpha-beta_regulatory_T_cell	H3K4me1	hg38
/experiments/ENCSR523ENE/	ENCSR523ENE	isogenic	IMR-90	H2BK12ac	hg38
/experiments/ENCSR523JCB/	ENCSR523JCB	isogenic	body_of_pancreas	H3K36me3	hg38
/experiments/ENCSR523XCR/	ENCSR523XCR	isogenic	HepG2	RNF2	hg38
/experiments/ENCSR524BUE/	ENCSR524BUE	isogenic	K562	RAD51	hg38
/experiments/ENCSR524RIH/	ENCSR524RIH	anisogenic	neutrophil	H3K9me3	hg38
/experiments/ENCSR525XER/	ENCSR525XER	isogenic	skeletal_muscle_satellite_cell	H3K9me3	hg38
/experiments/ENCSR525YFS/	ENCSR525YFS	isogenic	HepG2	ZBTB40	hg38
/experiments/ENCSR526PZM/	ENCSR526PZM	isogenic	SK-N-MC	H3K36me3	hg38
/experiments/ENCSR529JYA/	ENCSR529JYA	isogenic	HepG2	HCFC1	hg38
/experiments/ENCSR530LYV/	ENCSR530LYV	isogenic	large_intestine	H3K36me3	hg38
/experiments/ENCSR530XQI/	ENCSR530XQI	isogenic	K562	L3MBTL2	hg38
/experiments/ENCSR531QHM/	ENCSR531QHM	isogenic	neural_cell	H3K9ac	hg38
/experiments/ENCSR534VHI/	ENCSR534VHI	isogenic	GM23338	ETS1	hg38
/experiments/ENCSR535GFO/	ENCSR535GFO	isogenic	tibial_artery	H3K27ac	hg38
/experiments/ENCSR536SZD/	ENCSR536SZD	isogenic	NCI-H929	H3F3A	hg38
/experiments/ENCSR538KLU/	ENCSR538KLU	isogenic	SU-DHL-6	H4K20me1	hg38
/experiments/ENCSR539TKY/	ENCSR539TKY	isogenic	KMS-11	H3K4me3	hg38
/experiments/ENCSR540UZV/	ENCSR540UZV	isogenic	smooth_muscle_cell	H3K9ac	hg38
/experiments/ENCSR541AMF/	ENCSR541AMF	isogenic	SK-N-SH	CTCF	hg38
/experiments/ENCSR541AOQ/	ENCSR541AOQ	isogenic	A549	PHF8	hg38
/experiments/ENCSR541WQI/	ENCSR541WQI	isogenic	A549	MAFK	hg38
/experiments/ENCSR542FLV/	ENCSR542FLV	isogenic	GM12878	ZBTB33	hg38
/experiments/ENCSR542WJU/	ENCSR542WJU	isogenic	K562	MCM7	hg38
/experiments/ENCSR543BVU/	ENCSR543BVU	isogenic	HepG2	SOX6	hg38
/experiments/ENCSR543IKB/	ENCSR543IKB	isogenic	Loucy	H3K9ac	hg38
/experiments/ENCSR545FXC/	ENCSR545FXC	isogenic	HepG2	ATF7	hg38
/experiments/ENCSR546IHU/	ENCSR546IHU	isogenic	K562	ZNF184	hg38
/experiments/ENCSR547LKC/	ENCSR547LKC	isogenic	K562	GATAD2B	hg38
/experiments/ENCSR548PZS/	ENCSR548PZS	isogenic	OCI-LY3	H3K4me3	hg38
/experiments/ENCSR549NPZ/	ENCSR549NPZ	isogenic	GM12878	CBX3	hg38
/experiments/ENCSR550GSE/	ENCSR550GSE	isogenic	UCSF-4	H3K9me3	hg38
/experiments/ENCSR550SCU/	ENCSR550SCU	isogenic	A549	CHD4	hg38
/experiments/ENCSR550XZG/	ENCSR550XZG	isogenic	neural_stem_progenitor_cell	H3K27me3	hg38
/experiments/ENCSR551ZDZ/	ENCSR551ZDZ	isogenic	MCF-7	MTA2	hg38
/experiments/ENCSR552PSV/	ENCSR552PSV	isogenic	K562	MCM2	hg38
/experiments/ENCSR552XSN/	ENCSR552XSN	isogenic	GM12878	MLLT1	hg38
/experiments/ENCSR553OEU/	ENCSR553OEU	isogenic	IMR-90	H3K79me1	hg38
/experiments/ENCSR554RQQ/	ENCSR554RQQ	isogenic	body_of_pancreas	H3K4me3	hg38
/experiments/ENCSR554TZE/	ENCSR554TZE	isogenic	H9	H4K5ac	hg38
/experiments/ENCSR555DCF/	ENCSR555DCF	isogenic	MCF-7	ZNF512B	hg38
/experiments/ENCSR555LYM/	ENCSR555LYM	isogenic	HCT116	H3K9me2	hg38
/experiments/ENCSR555PBN/	ENCSR555PBN	isogenic	MCF-7	MAFK	hg38
/experiments/ENCSR555QHZ/	ENCSR555QHZ	anisogenic	mesenchymal_stem_cell	H3K36me3	hg38
/experiments/ENCSR555TAX/	ENCSR555TAX	isogenic	PC-9	H3K9me3	hg38
/experiments/ENCSR555ZMV/	ENCSR555ZMV	isogenic	HepG2	AGO1	hg38
/experiments/ENCSR556QXD/	ENCSR556QXD	isogenic	spleen	H3K4me3	hg38
/experiments/ENCSR557JTZ/	ENCSR557JTZ	isogenic	MCF-7	GTF2F1	hg38
/experiments/ENCSR557RVF/	ENCSR557RVF	isogenic	K562	ZHX1	hg38
/experiments/ENCSR559IFS/	ENCSR559IFS	isogenic	NCI-H929	H2AFZ	hg38
/experiments/ENCSR560BUE/	ENCSR560BUE	isogenic	MCF-7	CTCF	hg38
/experiments/ENCSR560OUF/	ENCSR560OUF	isogenic	HUES48	H3K9me3	hg38
/experiments/ENCSR562JTY/	ENCSR562JTY	isogenic	NCI-H929	H3K36me3	hg38
/experiments/ENCSR562MOC/	ENCSR562MOC	isogenic	GM23248	H3K9ac	hg38
/experiments/ENCSR562NOP/	ENCSR562NOP	isogenic	DOHH2	EZH2phosphoT487	hg38
/experiments/ENCSR562SRW/	ENCSR562SRW	isogenic	MM.1S	H3F3A	hg38
/experiments/ENCSR563FBT/	ENCSR563FBT	isogenic	A549	USF2	hg38
/experiments/ENCSR563LLO/	ENCSR563LLO	isogenic	K562	E2F1	hg38
/experiments/ENCSR563YDA/	ENCSR563YDA	isogenic	K562	HDGF	hg38
/experiments/ENCSR564IGJ/	ENCSR564IGJ	isogenic	SK-N-SH	H3K27ac	hg38
/experiments/ENCSR564VIX/	ENCSR564VIX	isogenic	DND-41	H3K4me3	hg38
/experiments/ENCSR565XSL/	ENCSR565XSL	isogenic	OCI-LY7	EZH2phosphoT487	hg38
/experiments/ENCSR565XTT/	ENCSR565XTT	isogenic	mesendoderm	H3K18ac	hg38
/experiments/ENCSR566UMF/	ENCSR566UMF	isogenic	PC-3	H3K4me1	hg38
/experiments/ENCSR567JEU/	ENCSR567JEU	isogenic	K562	YBX3	hg38
/experiments/ENCSR568PGX/	ENCSR568PGX	isogenic	K562	HDAC1	hg38
/experiments/ENCSR569XNP/	ENCSR569XNP	isogenic	MCF-7	FOS	hg38
/experiments/ENCSR571BUF/	ENCSR571BUF	isogenic	K562	ARHGAP35	hg38
/experiments/ENCSR573CWZ/	ENCSR573CWZ	isogenic	neural_progenitor_cell	H3K36me3	hg38
/experiments/ENCSR573OJP/	ENCSR573OJP	isogenic	MCF-7	NCOA3	hg38
/experiments/ENCSR574XEO/	ENCSR574XEO	isogenic	K562	NUFIP1	hg38
/experiments/ENCSR575RRX/	ENCSR575RRX	isogenic	HepG2	H3K4me3	hg38
/experiments/ENCSR575ZNE/	ENCSR575ZNE	isogenic	mesendoderm	H3K79me2	hg38
/experiments/ENCSR578QSO/	ENCSR578QSO	isogenic	endothelial_cell_of_umbilical_vein	H3K4me3	hg38
/experiments/ENCSR579DZQ/	ENCSR579DZQ	anisogenic	CD4-positive_CD25-positive_alpha-beta_regulatory_T_cell	H3K4me3	hg38
/experiments/ENCSR579TJT/	ENCSR579TJT	isogenic	IMR-90	H3K79me1	hg38
/experiments/ENCSR580LZO/	ENCSR580LZO	isogenic	IMR-90	H3K9me1	hg38
/experiments/ENCSR580WRV/	ENCSR580WRV	anisogenic	CD4-positive_alpha-beta_memory_T_cell	H3K36me3	hg38
/experiments/ENCSR581CVA/	ENCSR581CVA	isogenic	K562	HNRNPH1	hg38
/experiments/ENCSR581LZU/	ENCSR581LZU	isogenic	OCI-LY3	H3K4me1	hg38
/experiments/ENCSR581PUR/	ENCSR581PUR	isogenic	A673	H3K36me3	hg38
/experiments/ENCSR582ZOA/	ENCSR582ZOA	isogenic	MCF-7	NFIB	hg38
/experiments/ENCSR583ACG/	ENCSR583ACG	isogenic	K562	BRD4	hg38
/experiments/ENCSR584ATA/	ENCSR584ATA	isogenic	OCI-LY3	EZH2phosphoT487	hg38
/experiments/ENCSR584GHV/	ENCSR584GHV	isogenic	A549	NFE2L2	hg38
/experiments/ENCSR587FCM/	ENCSR587FCM	isogenic	SU-DHL-6	H3K9me3	hg38
/experiments/ENCSR587OQL/	ENCSR587OQL	isogenic	K562	SMARCA4	hg38
/experiments/ENCSR588AKU/	ENCSR588AKU	isogenic	K562	RUNX1	hg38
/experiments/ENCSR589DBF/	ENCSR589DBF	isogenic	spleen	H3K4me3	hg38
/experiments/ENCSR589TCU/	ENCSR589TCU	isogenic	spleen	H3K36me3	hg38
/experiments/ENCSR590CNM/	ENCSR590CNM	isogenic	HepG2	GATA4	hg38
/experiments/ENCSR590KEQ/	ENCSR590KEQ	isogenic	GM12878	ARNT	hg38
/experiments/ENCSR590QQP/	ENCSR590QQP	isogenic	HepG2	FUS	hg38
/experiments/ENCSR591EBL/	ENCSR591EBL	isogenic	MCF-7	NBN	hg38
/experiments/ENCSR591KSN/	ENCSR591KSN	isogenic	neural_progenitor_cell	H3F3A	hg38
/experiments/ENCSR592JNN/	ENCSR592JNN	isogenic	trophoblast_cell	H3K23ac	hg38
/experiments/ENCSR593INW/	ENCSR593INW	isogenic	spleen	H3K27ac	hg38
/experiments/ENCSR594AQO/	ENCSR594AQO	isogenic	mesenchymal_stem_cell	H3K79me1	hg38
/experiments/ENCSR594BNR/	ENCSR594BNR	isogenic	K562	HNRNPL	hg38
/experiments/ENCSR594SMP/	ENCSR594SMP	isogenic	K562	PHF20	hg38
/experiments/ENCSR595BPR/	ENCSR595BPR	isogenic	spleen	CTCF	hg38
/experiments/ENCSR595KPI/	ENCSR595KPI	isogenic	UCSF-4	H3K4me3	hg38
/experiments/ENCSR596NOF/	ENCSR596NOF	isogenic	skeletal_muscle_myoblast	H3K4me3	hg38
/experiments/ENCSR597BWL/	ENCSR597BWL	isogenic	thyroid_gland	H3K27ac	hg38
/experiments/ENCSR597UDW/	ENCSR597UDW	isogenic	OCI-LY1	H3K27ac	hg38
/experiments/ENCSR597ULV/	ENCSR597ULV	isogenic	VCaP	H3K27ac	hg38
/experiments/ENCSR597VGC/	ENCSR597VGC	isogenic	GM12878	ETV6	hg38
/experiments/ENCSR598GER/	ENCSR598GER	isogenic	K562	CCAR2	hg38
/experiments/ENCSR598UDU/	ENCSR598UDU	isogenic	mesendoderm	H2AK5ac	hg38
/experiments/ENCSR601FEB/	ENCSR601FEB	isogenic	spleen	CTCF	hg38
/experiments/ENCSR601OGE/	ENCSR601OGE	isogenic	liver	HNF4A	hg38
/experiments/ENCSR603REQ/	ENCSR603REQ	isogenic	K562	PCBP2	hg38
/experiments/ENCSR604III/	ENCSR604III	isogenic	Karpas-422	H3K79me2	hg38
/experiments/ENCSR604JFH/	ENCSR604JFH	isogenic	OCI-LY3	H3K9me3	hg38
/experiments/ENCSR604QMH/	ENCSR604QMH	isogenic	transverse_colon	H3K27me3	hg38
/experiments/ENCSR605YWG/	ENCSR605YWG	isogenic	HepG2	TBX3	hg38
/experiments/ENCSR607ARN/	ENCSR607ARN	isogenic	esophagus_muscularis_mucosa	H3K4me3	hg38
/experiments/ENCSR608VNA/	ENCSR608VNA	isogenic	neural_cell	H3K4me3	hg38
/experiments/ENCSR608WPS/	ENCSR608WPS	isogenic	transverse_colon	CTCF	hg38
/experiments/ENCSR608XTF/	ENCSR608XTF	isogenic	K562	RNF2	hg38
/experiments/ENCSR610IIJ/	ENCSR610IIJ	anisogenic	effector_memory_CD4-positive_alpha-beta_T_cell	H3K36me3	hg38
/experiments/ENCSR611CRY/	ENCSR611CRY	isogenic	GM23248	H3K79me2	hg38
/experiments/ENCSR611JJS/	ENCSR611JJS	isogenic	A673	CTCF	hg38
/experiments/ENCSR611WZO/	ENCSR611WZO	isogenic	HeLa-S3	SREBF2	hg38
/experiments/ENCSR613NUC/	ENCSR613NUC	isogenic	K562	ARNT	hg38
/experiments/ENCSR615YKN/	ENCSR615YKN	isogenic	UCSF-4	H3K4me1	hg38
/experiments/ENCSR616MOB/	ENCSR616MOB	isogenic	A549	CBX8	hg38
/experiments/ENCSR617RSQ/	ENCSR617RSQ	isogenic	PC-3	EZH2phosphoT487	hg38
/experiments/ENCSR618GDK/	ENCSR618GDK	isogenic	K562	CEBPZ	hg38
/experiments/ENCSR618HNF/	ENCSR618HNF	isogenic	HEK293	TRIM28	hg38
/experiments/ENCSR618ICR/	ENCSR618ICR	isogenic	A549	RCOR1	hg38
/experiments/ENCSR620DUQ/	ENCSR620DUQ	isogenic	MCF-7	CREB1	hg38
/experiments/ENCSR620YNB/	ENCSR620YNB	isogenic	HepG2	KAT2B	hg38
/experiments/ENCSR621ATC/	ENCSR621ATC	isogenic	K562	ZNF184	hg38
/experiments/ENCSR621FNM/	ENCSR621FNM	anisogenic	foreskin_keratinocyte	H3K27me3	hg38
/experiments/ENCSR621XWM/	ENCSR621XWM	anisogenic	T-cell	H3K36me3	hg38
/experiments/ENCSR623GZY/	ENCSR623GZY	isogenic	DOHH2	H3K79me2	hg38
/experiments/ENCSR623KNM/	ENCSR623KNM	isogenic	A549	ELK1	hg38
/experiments/ENCSR624GNZ/	ENCSR624GNZ	isogenic	HepG2	SRSF9	hg38
/experiments/ENCSR625ORP/	ENCSR625ORP	isogenic	HepG2	SYNCRIP	hg38
/experiments/ENCSR626QJQ/	ENCSR626QJQ	isogenic	K562	CSDE1	hg38
/experiments/ENCSR626VUC/	ENCSR626VUC	isogenic	GM12878	ETV6	hg38
/experiments/ENCSR627TNG/	ENCSR627TNG	isogenic	DOHH2	H3K9me3	hg38
/experiments/ENCSR628APV/	ENCSR628APV	isogenic	K562	MCM5	hg38
/experiments/ENCSR629TDG/	ENCSR629TDG	isogenic	OCI-LY3	H2AFZ	hg38
/experiments/ENCSR630IBN/	ENCSR630IBN	isogenic	KOPT-K1	H3K4me1	hg38
/experiments/ENCSR631BPS/	ENCSR631BPS	anisogenic	CD8-positive_alpha-beta_T_cell	H3K4me1	hg38
/experiments/ENCSR631RJR/	ENCSR631RJR	isogenic	H1	H3K4me1	hg38
/experiments/ENCSR632TJQ/	ENCSR632TJQ	isogenic	K562	ILF3	hg38
/experiments/ENCSR634IIF/	ENCSR634IIF	isogenic	trophoblast_cell	H2BK12ac	hg38
/experiments/ENCSR634MAK/	ENCSR634MAK	isogenic	HUES64	H3K27me3	hg38
/experiments/ENCSR634OAQ/	ENCSR634OAQ	isogenic	NCI-H929	CTCF	hg38
/experiments/ENCSR634ZGP/	ENCSR634ZGP	isogenic	HeLa-S3	UBTF	hg38
/experiments/ENCSR635EXI/	ENCSR635EXI	isogenic	K562	ZSCAN29	hg38
/experiments/ENCSR635IRN/	ENCSR635IRN	isogenic	spleen	H3K4me1	hg38
/experiments/ENCSR635OSG/	ENCSR635OSG	anisogenic	liver	RAD21	hg38
/experiments/ENCSR636EYA/	ENCSR636EYA	isogenic	MCF-7	CTBP1	hg38
/experiments/ENCSR636MKU/	ENCSR636MKU	isogenic	GM12878	BACH1	hg38
/experiments/ENCSR636YLV/	ENCSR636YLV	isogenic	A549	MAZ	hg38
/experiments/ENCSR637IOH/	ENCSR637IOH	anisogenic	naive_thymus-derived_CD4-positive_alpha-beta_T_cell	H3K27me3	hg38
/experiments/ENCSR637QAM/	ENCSR637QAM	isogenic	GM12878	TRIM22	hg38
/experiments/ENCSR637RLN/	ENCSR637RLN	isogenic	hepatocyte	H3K27me3	hg38
/experiments/ENCSR638FRE/	ENCSR638FRE	isogenic	OCI-LY3	H3K36me3	hg38
/experiments/ENCSR638QHV/	ENCSR638QHV	isogenic	K562	ELF4	hg38
/experiments/ENCSR638QYO/	ENCSR638QYO	isogenic	A549	SREBF2	hg38
/experiments/ENCSR639GWS/	ENCSR639GWS	isogenic	A549	KDM1A	hg38
/experiments/ENCSR639NMN/	ENCSR639NMN	isogenic	thyroid_gland	H3K4me1	hg38
/experiments/ENCSR639RHG/	ENCSR639RHG	isogenic	MCF-7	H4K20me1	hg38
/experiments/ENCSR640XRV/	ENCSR640XRV	isogenic	transverse_colon	H3K27ac	hg38
/experiments/ENCSR641BSL/	ENCSR641BSL	isogenic	K562	AGO1	hg38
/experiments/ENCSR642CSX/	ENCSR642CSX	isogenic	prostate_gland	H3K4me1	hg38
/experiments/ENCSR642VZY/	ENCSR642VZY	isogenic	K562	KDM4B	hg38
/experiments/ENCSR643KID/	ENCSR643KID	isogenic	transverse_colon	H3K27me3	hg38
/experiments/ENCSR643VTW/	ENCSR643VTW	isogenic	K562	SMARCA4	hg38
/experiments/ENCSR645BCH/	ENCSR645BCH	isogenic	neural_progenitor_cell	H3K4me2	hg38
/experiments/ENCSR647PJW/	ENCSR647PJW	isogenic	K562	SFPQ	hg38
/experiments/ENCSR651JDA/	ENCSR651JDA	isogenic	smooth_muscle_cell	H3K36me3	hg38
/experiments/ENCSR652QNW/	ENCSR652QNW	isogenic	cardiac_muscle_cell	H3K4me3	hg38
/experiments/ENCSR654CQU/	ENCSR654CQU	isogenic	K562	SNIP1	hg38
/experiments/ENCSR654VRX/	ENCSR654VRX	isogenic	neural_cell	H3K27me3	hg38
/experiments/ENCSR656MXA/	ENCSR656MXA	isogenic	neural_progenitor_cell	EZH2phosphoT487	hg38
/experiments/ENCSR657DYL/	ENCSR657DYL	isogenic	GM23338	H3K4me3	hg38
/experiments/ENCSR657EOF/	ENCSR657EOF	isogenic	K562	NFRKB	hg38
/experiments/ENCSR657JLK/	ENCSR657JLK	isogenic	K562	SIN3B	hg38
/experiments/ENCSR657OGA/	ENCSR657OGA	isogenic	SK-N-SH	H3K9me3	hg38
/experiments/ENCSR657PEW/	ENCSR657PEW	isogenic	GM12878	LARP7	hg38
/experiments/ENCSR657RRI/	ENCSR657RRI	isogenic	Loucy	H3K4me3	hg38
/experiments/ENCSR658WFQ/	ENCSR658WFQ	isogenic	K562	NCOA1	hg38
/experiments/ENCSR659LJJ/	ENCSR659LJJ	isogenic	A549	HDAC2	hg38
/experiments/ENCSR659RJP/	ENCSR659RJP	isogenic	spleen	H3K4me1	hg38
/experiments/ENCSR659SCK/	ENCSR659SCK	isogenic	HepG2	TOE1	hg38
/experiments/ENCSR660IQS/	ENCSR660IQS	isogenic	Karpas-422	H3K27ac	hg38
/experiments/ENCSR660RNO/	ENCSR660RNO	isogenic	K562	KDM4B	hg38
/experiments/ENCSR660WQO/	ENCSR660WQO	anisogenic	CD4-positive_alpha-beta_memory_T_cell	H3K4me1	hg38
/experiments/ENCSR661BMA/	ENCSR661BMA	isogenic	SK-N-SH	H3K4me1	hg38
/experiments/ENCSR661KMA/	ENCSR661KMA	isogenic	HCT116	H3K27ac	hg38
/experiments/ENCSR661MUS/	ENCSR661MUS	isogenic	neural_progenitor_cell	H3K4me3	hg38
/experiments/ENCSR663WAR/	ENCSR663WAR	isogenic	H1	REST	hg38
/experiments/ENCSR663ZZZ/	ENCSR663ZZZ	isogenic	MCF-7	MNT	hg38
/experiments/ENCSR664AOA/	ENCSR664AOA	isogenic	K562	TRIM25	hg38
/experiments/ENCSR664KWY/	ENCSR664KWY	isogenic	mesendoderm	H3K4me1	hg38
/experiments/ENCSR664OKA/	ENCSR664OKA	isogenic	IMR-90	ELK1	hg38
/experiments/ENCSR668EVA/	ENCSR668EVA	isogenic	right_atrium_auricular_region	H3K27ac	hg38
/experiments/ENCSR668GBL/	ENCSR668GBL	isogenic	spleen	H3K27ac	hg38
/experiments/ENCSR668LDD/	ENCSR668LDD	isogenic	K562	H3K4me3	hg38
/experiments/ENCSR669NFS/	ENCSR669NFS	isogenic	K562	ARNT	hg38
/experiments/ENCSR670FDA/	ENCSR670FDA	isogenic	K562	NFATC3	hg38
/experiments/ENCSR670JDQ/	ENCSR670JDQ	isogenic	K562	RB1	hg38
/experiments/ENCSR672HBY/	ENCSR672HBY	isogenic	smooth_muscle_cell	H3F3A	hg38
/experiments/ENCSR672HWL/	ENCSR672HWL	anisogenic	common_myeloid_progenitor_CD34-positive	H3K4me3	hg38
/experiments/ENCSR672XZZ/	ENCSR672XZZ	isogenic	IMR-90	H3K4me2	hg38
/experiments/ENCSR675FLJ/	ENCSR675FLJ	isogenic	H1	H4K5ac	hg38
/experiments/ENCSR675LRO/	ENCSR675LRO	isogenic	K562	MLLT1	hg38
/experiments/ENCSR677EZB/	ENCSR677EZB	isogenic	endodermal_cell	H3K36me3	hg38
/experiments/ENCSR677XPJ/	ENCSR677XPJ	isogenic	neural_progenitor_cell	H2AFZ	hg38
/experiments/ENCSR678AFU/	ENCSR678AFU	isogenic	OCI-LY1	H3F3A	hg38
/experiments/ENCSR679CHH/	ENCSR679CHH	isogenic	SK-N-MC	H3K9me3	hg38
/experiments/ENCSR680OFU/	ENCSR680OFU	isogenic	HeLa-S3	EP300	hg38
/experiments/ENCSR680UQE/	ENCSR680UQE	isogenic	GM12878	IKZF2	hg38
/experiments/ENCSR681AIW/	ENCSR681AIW	isogenic	iPS_DF_6.9	H3K9me3	hg38
/experiments/ENCSR681HMF/	ENCSR681HMF	anisogenic	common_myeloid_progenitor_CD34-positive	H3K4me3	hg38
/experiments/ENCSR681NOM/	ENCSR681NOM	isogenic	GM12878	CEBPB	hg38
/experiments/ENCSR681WHQ/	ENCSR681WHQ	isogenic	HepG2	ETS1	hg38
/experiments/ENCSR683CSF/	ENCSR683CSF	isogenic	HepG2	ZNF207	hg38
/experiments/ENCSR684BMS/	ENCSR684BMS	isogenic	MM.1S	H4K20me1	hg38
/experiments/ENCSR686EYO/	ENCSR686EYO	isogenic	K562	KHSRP	hg38
/experiments/ENCSR686SOV/	ENCSR686SOV	isogenic	MCF-7	NCOA3	hg38
/experiments/ENCSR689QUB/	ENCSR689QUB	isogenic	hepatocyte	H3K4me1	hg38
/experiments/ENCSR689SFJ/	ENCSR689SFJ	isogenic	body_of_pancreas	H3K36me3	hg38
/experiments/ENCSR690CSD/	ENCSR690CSD	isogenic	prostate_gland	H3K27me3	hg38
/experiments/ENCSR690GLT/	ENCSR690GLT	isogenic	ectodermal_cell	H3K27me3	hg38
/experiments/ENCSR690GUG/	ENCSR690GUG	isogenic	K562	U2AF1	hg38
/experiments/ENCSR692CTK/	ENCSR692CTK	isogenic	neural_stem_progenitor_cell	H3K27me3	hg38
/experiments/ENCSR692HIO/	ENCSR692HIO	isogenic	NCI-H929	H3K4me2	hg38
/experiments/ENCSR694CDP/	ENCSR694CDP	anisogenic	CD8-positive_alpha-beta_T_cell	H3K36me3	hg38
/experiments/ENCSR694LBI/	ENCSR694LBI	isogenic	neural_stem_progenitor_cell	H3K27me3	hg38
/experiments/ENCSR695DDA/	ENCSR695DDA	isogenic	endodermal_cell	H3K9ac	hg38
/experiments/ENCSR695EQB/	ENCSR695EQB	isogenic	K562	ZNF24	hg38
/experiments/ENCSR695HYL/	ENCSR695HYL	isogenic	hepatocyte	H3K79me2	hg38
/experiments/ENCSR695SCQ/	ENCSR695SCQ	isogenic	PC-3	H3K79me2	hg38
/experiments/ENCSR696MBC/	ENCSR696MBC	isogenic	HepG2	SRSF4	hg38
/experiments/ENCSR697CUP/	ENCSR697CUP	isogenic	MCF-7	HCFC1	hg38
/experiments/ENCSR697RIW/	ENCSR697RIW	isogenic	gastrocnemius_medialis	H3K9me3	hg38
/experiments/ENCSR697YLJ/	ENCSR697YLJ	isogenic	K562	CBFA2T3	hg38
/experiments/ENCSR698CKZ/	ENCSR698CKZ	isogenic	MM.1S	H2AFZ	hg38
/experiments/ENCSR699PVC/	ENCSR699PVC	isogenic	K562	CBFA2T2	hg38
/experiments/ENCSR699YFX/	ENCSR699YFX	isogenic	MCF-7	CLOCK	hg38
/experiments/ENCSR700VCN/	ENCSR700VCN	isogenic	GM23338	H3K9me2	hg38
/experiments/ENCSR701AQS/	ENCSR701AQS	isogenic	MCF-7	ZNF592	hg38
/experiments/ENCSR701KJD/	ENCSR701KJD	isogenic	mesenchymal_stem_cell	H3K9ac	hg38
/experiments/ENCSR701ZDB/	ENCSR701ZDB	isogenic	OCI-LY3	H3K4me2	hg38
/experiments/ENCSR702BYX/	ENCSR702BYX	isogenic	MCF-7	NFIB	hg38
/experiments/ENCSR702GMW/	ENCSR702GMW	isogenic	PC-9	EZH2phosphoT487	hg38
/experiments/ENCSR702RZM/	ENCSR702RZM	anisogenic	CD4-positive_alpha-beta_memory_T_cell	H3K27me3	hg38
/experiments/ENCSR703KWN/	ENCSR703KWN	isogenic	MM.1S	EZH2	hg38
/experiments/ENCSR703KXH/	ENCSR703KXH	isogenic	H1	H2AK5ac	hg38
/experiments/ENCSR704BRU/	ENCSR704BRU	isogenic	iPS_DF_19.11	H3K9me3	hg38
/experiments/ENCSR705SZP/	ENCSR705SZP	isogenic	PC-9	H3K79me2	hg38
/experiments/ENCSR706RRA/	ENCSR706RRA	isogenic	IMR-90	H4K5ac	hg38
/experiments/ENCSR706YUH/	ENCSR706YUH	isogenic	GM12878	SMARCA5	hg38
/experiments/ENCSR707IUN/	ENCSR707IUN	isogenic	HeLa-S3	NFE2L2	hg38
/experiments/ENCSR707QWA/	ENCSR707QWA	isogenic	K562	NR2F6	hg38
